Brand,Model,Manufacture_Year,Trend_Year,Market_Value_LKR
DATSUN,B2 10,1979,2026,590000.0
DATSUN,B310,1980,1980,475000.0
DATSUN,B310,1980,1981,475000.0
DATSUN,B310,1980,1982,475000.0
DATSUN,B310,1980,1983,475000.0
DATSUN,B310,1980,1984,475000.0
DATSUN,B310,1980,1985,475000.0
DATSUN,B310,1980,1986,475000.0
DATSUN,B310,1980,1987,475000.0
DATSUN,B310,1980,1988,475000.0
DATSUN,B310,1980,1989,475000.0
DATSUN,B310,1980,1990,475000.0
DATSUN,B310,1980,1991,475000.0
DATSUN,B310,1980,1992,475000.0
DATSUN,B310,1980,1993,475000.0
DATSUN,B310,1980,1994,475000.0
DATSUN,B310,1980,1995,475000.0
DATSUN,B310,1980,1996,475000.0
DATSUN,B310,1980,1997,475000.0
DATSUN,B310,1980,1998,475000.0
DATSUN,B310,1980,1999,475000.0
DATSUN,B310,1980,2000,475000.0
DATSUN,B310,1980,2001,475000.0
DATSUN,B310,1980,2002,475000.0
DATSUN,B310,1980,2003,475000.0
DATSUN,B310,1980,2004,475000.0
DATSUN,B310,1980,2005,475000.0
DATSUN,B310,1980,2006,475000.0
DATSUN,B310,1980,2007,475000.0
DATSUN,B310,1980,2008,475000.0
DATSUN,B310,1980,2009,475000.0
DATSUN,B310,1980,2010,475000.0
DATSUN,B310,1980,2011,475000.0
DATSUN,B310,1980,2012,475000.0
DATSUN,B310,1980,2013,475000.0
DATSUN,B310,1980,2014,475000.0
DATSUN,B310,1980,2015,475000.0
DATSUN,B310,1980,2016,475000.0
DATSUN,B310,1980,2017,475000.0
DATSUN,B310,1980,2018,475000.0
DATSUN,B310,1980,2019,475000.0
DATSUN,B310,1980,2020,475000.0
DATSUN,B310,1980,2021,475000.0
DATSUN,B310,1980,2022,570000.0
DATSUN,B310,1980,2023,665000.0
DATSUN,B310,1980,2024,760000.0
DATSUN,B310,1980,2025,855000.0
DATSUN,B310,1980,2026,950000.0
DATSUN,DATSUN,2017,2017,232500.0
DATSUN,DATSUN,2017,2018,232500.0
DATSUN,DATSUN,2017,2019,232500.0
DATSUN,DATSUN,2017,2020,232500.0
DATSUN,DATSUN,2017,2021,232500.0
DATSUN,DATSUN,2017,2022,279000.0
DATSUN,DATSUN,2017,2023,325500.0
DATSUN,DATSUN,2017,2024,372000.0
DATSUN,DATSUN,2017,2025,418500.0
DATSUN,DATSUN,2017,2026,465000.0
DATSUN,REDI-GO,2016,2016,1355677.08
DATSUN,REDI-GO,2016,2017,1355677.08
DATSUN,REDI-GO,2016,2018,1355677.08
DATSUN,REDI-GO,2016,2019,1355677.08
DATSUN,REDI-GO,2016,2020,1355677.08
DATSUN,REDI-GO,2016,2021,1355677.08
DATSUN,REDI-GO,2016,2022,1626812.5
DATSUN,REDI-GO,2016,2023,1897947.92
DATSUN,REDI-GO,2016,2024,2169083.33
DATSUN,REDI-GO,2016,2025,2440218.75
DATSUN,REDI-GO,2016,2026,2711354.17
DATSUN,REDI-GO,2017,2017,1474583.33
DATSUN,REDI-GO,2017,2018,1474583.33
DATSUN,REDI-GO,2017,2019,1474583.33
DATSUN,REDI-GO,2017,2020,1474583.33
DATSUN,REDI-GO,2017,2021,1474583.33
DATSUN,REDI-GO,2017,2022,1769500.0
DATSUN,REDI-GO,2017,2023,2064416.67
DATSUN,REDI-GO,2017,2024,2359333.33
DATSUN,REDI-GO,2017,2025,2654250.0
DATSUN,REDI-GO,2017,2026,2949166.67
DEEPAL,E07 PREMIUM,2024,2024,29184625.0
DEEPAL,E07 PREMIUM,2024,2025,29184625.0
DEEPAL,E07 PREMIUM,2024,2026,29184625.0
DEEPAL,E07 PREMIUM,2025,2025,30765428.57
DEEPAL,E07 PREMIUM,2025,2026,30765428.57
DEEPAL,E07 PREMIUM,2026,2026,31497000.0
DEEPAL,L07 RWD,2024,2024,17663538.46
DEEPAL,L07 RWD,2024,2025,17663538.46
DEEPAL,L07 RWD,2024,2026,17663538.46
DEEPAL,L07 RWD,2025,2025,18639277.78
DEEPAL,L07 RWD,2025,2026,18639277.78
DEEPAL,L07 RWD,2026,2026,19196500.0
DEEPAL,LUMIN STANDARD,2024,2024,6552600.0
DEEPAL,LUMIN STANDARD,2024,2025,6552600.0
DEEPAL,LUMIN STANDARD,2024,2026,6552600.0
DEEPAL,LUMIN STANDARD,2025,2025,7067461.54
DEEPAL,LUMIN STANDARD,2025,2026,7067461.54
DEEPAL,LUMIN STANDARD,2026,2026,7201416.67
DEEPAL,S05 MAX,2024,2024,15710714.29
DEEPAL,S05 MAX,2024,2025,15710714.29
DEEPAL,S05 MAX,2024,2026,15710714.29
DEEPAL,S05 MAX,2025,2025,17303647.06
DEEPAL,S05 MAX,2025,2026,17303647.06
DEEPAL,S05 MAX,2026,2026,17539090.91
DEEPAL,S07 RWD,2024,2024,18250250.0
DEEPAL,S07 RWD,2024,2025,18250250.0
DEEPAL,S07 RWD,2024,2026,18250250.0
DEEPAL,S07 RWD,2025,2025,19905250.0
DEEPAL,S07 RWD,2025,2026,19905250.0
DEEPAL,S07 RWD,2026,2026,20196818.18
DFSK,GLORY 330,2016,2016,3373214.29
DFSK,GLORY 330,2016,2017,3373214.29
DFSK,GLORY 330,2016,2018,3373214.29
DFSK,GLORY 330,2016,2019,3373214.29
DFSK,GLORY 330,2016,2020,3373214.29
DFSK,GLORY 330,2016,2021,3373214.29
DFSK,GLORY 330,2016,2022,4047857.14
DFSK,GLORY 330,2016,2023,4722500.0
DFSK,GLORY 330,2016,2024,5397142.86
DFSK,GLORY 330,2016,2025,6071785.71
DFSK,GLORY 330,2016,2026,6746428.57
DFSK,GLORY 330,2017,2017,2908750.0
DFSK,GLORY 330,2017,2018,2908750.0
DFSK,GLORY 330,2017,2019,2908750.0
DFSK,GLORY 330,2017,2020,2908750.0
DFSK,GLORY 330,2017,2021,2908750.0
DFSK,GLORY 330,2017,2022,3490500.0
DFSK,GLORY 330,2017,2023,4072250.0
DFSK,GLORY 330,2017,2024,4654000.0
DFSK,GLORY 330,2017,2025,5235750.0
DFSK,GLORY 330,2017,2026,5817500.0
DFSK,GLORY 330,2018,2018,3289900.0
DFSK,GLORY 330,2018,2019,3289900.0
DFSK,GLORY 330,2018,2020,3289900.0
DFSK,GLORY 330,2018,2021,3289900.0
DFSK,GLORY 330,2018,2022,3947880.0
DFSK,GLORY 330,2018,2023,4605860.0
DFSK,GLORY 330,2018,2024,5263840.0
DFSK,GLORY 330,2018,2025,5921820.0
DFSK,GLORY 330,2018,2026,6579800.0
DFSK,GLORY 330,2019,2019,2511333.33
DFSK,GLORY 330,2019,2020,2511333.33
DFSK,GLORY 330,2019,2021,2511333.33
DFSK,GLORY 330,2019,2022,3013600.0
DFSK,GLORY 330,2019,2023,3515866.67
DFSK,GLORY 330,2019,2024,4018133.33
DFSK,GLORY 330,2019,2025,4520400.0
DFSK,GLORY 330,2019,2026,5022666.67
DFSK,GLORY 330,2020,2020,3197666.67
DFSK,GLORY 330,2020,2021,3197666.67
DFSK,GLORY 330,2020,2022,3837200.0
DFSK,GLORY 330,2020,2023,4476733.33
DFSK,GLORY 330,2020,2024,5116266.67
DFSK,GLORY 330,2020,2025,5755800.0
DFSK,GLORY 330,2020,2026,6395333.33
DFSK,GLORY 330,2021,2021,2678000.0
DFSK,GLORY 330,2021,2022,3213600.0
DFSK,GLORY 330,2021,2023,3749200.0
DFSK,GLORY 330,2021,2024,4284800.0
DFSK,GLORY 330,2021,2025,4820400.0
DFSK,GLORY 330,2021,2026,5356000.0
DFSK,GLORY 330,2022,2022,4919333.33
DFSK,GLORY 330,2022,2023,4919333.33
DFSK,GLORY 330,2022,2024,4919333.33
DFSK,GLORY 330,2022,2025,4919333.33
DFSK,GLORY 330,2022,2026,4919333.33
DFSK,GLORY 330,2023,2023,6064333.33
DFSK,GLORY 330,2023,2024,6064333.33
DFSK,GLORY 330,2023,2025,6064333.33
DFSK,GLORY 330,2023,2026,6064333.33
DFSK,GLORY 330 COMFORT,2020,2020,4139833.33
DFSK,GLORY 330 COMFORT,2020,2021,4139833.33
DFSK,GLORY 330 COMFORT,2020,2022,4967800.0
DFSK,GLORY 330 COMFORT,2020,2023,5795766.67
DFSK,GLORY 330 COMFORT,2020,2024,6623733.33
DFSK,GLORY 330 COMFORT,2020,2025,7451700.0
DFSK,GLORY 330 COMFORT,2020,2026,8279666.67
DFSK,GLORY 330 COMFORT,2021,2021,4133083.33
DFSK,GLORY 330 COMFORT,2021,2022,4959700.0
DFSK,GLORY 330 COMFORT,2021,2023,5786316.67
DFSK,GLORY 330 COMFORT,2021,2024,6612933.33
DFSK,GLORY 330 COMFORT,2021,2025,7439550.0
DFSK,GLORY 330 COMFORT,2021,2026,8266166.67
DFSK,GLORY 330 COMFORT,2022,2022,8196166.67
DFSK,GLORY 330 COMFORT,2022,2023,8196166.67
DFSK,GLORY 330 COMFORT,2022,2024,8196166.67
DFSK,GLORY 330 COMFORT,2022,2025,8196166.67
DFSK,GLORY 330 COMFORT,2022,2026,8196166.67
DFSK,GLORY 330 COMFORT,2023,2023,8209571.43
DFSK,GLORY 330 COMFORT,2023,2024,8209571.43
DFSK,GLORY 330 COMFORT,2023,2025,8209571.43
DFSK,GLORY 330 COMFORT,2023,2026,8209571.43
DFSK,GLORY 330 COMFORT,2024,2024,8289900.0
DFSK,GLORY 330 COMFORT,2024,2025,8289900.0
DFSK,GLORY 330 COMFORT,2024,2026,8289900.0
DFSK,GLORY 330 LUXURY,2024,2024,9086333.33
DFSK,GLORY 330 LUXURY,2024,2025,9086333.33
DFSK,GLORY 330 LUXURY,2024,2026,9086333.33
DFSK,GLORY 330 LUXURY,2025,2025,8958357.14
DFSK,GLORY 330 LUXURY,2025,2026,8958357.14
DFSK,GLORY 330 LUXURY,2026,2026,9140416.67
DFSK,GLORY 580,2018,2018,4191500.0
DFSK,GLORY 580,2018,2019,4191500.0
DFSK,GLORY 580,2018,2020,4191500.0
DFSK,GLORY 580,2018,2021,4191500.0
DFSK,GLORY 580,2018,2022,5029800.0
DFSK,GLORY 580,2018,2023,5868100.0
DFSK,GLORY 580,2018,2024,6706400.0
DFSK,GLORY 580,2018,2025,7544700.0
DFSK,GLORY 580,2018,2026,8383000.0
DFSK,GLORY 580,2019,2019,4142100.0
DFSK,GLORY 580,2019,2020,4142100.0
DFSK,GLORY 580,2019,2021,4142100.0
DFSK,GLORY 580,2019,2022,4970520.0
DFSK,GLORY 580,2019,2023,5798940.0
DFSK,GLORY 580,2019,2024,6627360.0
DFSK,GLORY 580,2019,2025,7455780.0
DFSK,GLORY 580,2019,2026,8284200.0
DFSK,GLORY 580,2020,2020,4265857.14
DFSK,GLORY 580,2020,2021,4265857.14
DFSK,GLORY 580,2020,2022,5119028.57
DFSK,GLORY 580,2020,2023,5972200.0
DFSK,GLORY 580,2020,2024,6825371.43
DFSK,GLORY 580,2020,2025,7678542.86
DFSK,GLORY 580,2020,2026,8531714.29
DFSK,GLORY 580,2021,2021,4367250.0
DFSK,GLORY 580,2021,2022,5240700.0
DFSK,GLORY 580,2021,2023,6114150.0
DFSK,GLORY 580,2021,2024,6987600.0
DFSK,GLORY 580,2021,2025,7861050.0
DFSK,GLORY 580,2021,2026,8734500.0
DFSK,GLORY 580,2022,2022,8120750.0
DFSK,GLORY 580,2022,2023,8120750.0
DFSK,GLORY 580,2022,2024,8120750.0
DFSK,GLORY 580,2022,2025,8120750.0
DFSK,GLORY 580,2022,2026,8120750.0
DFSK,GLORY 580,2023,2023,8734444.44
DFSK,GLORY 580,2023,2024,8734444.44
DFSK,GLORY 580,2023,2025,8734444.44
DFSK,GLORY 580,2023,2026,8734444.44
DFSK,GLORY 580 PRO,2018,2018,4811000.0
DFSK,GLORY 580 PRO,2018,2019,4811000.0
DFSK,GLORY 580 PRO,2018,2020,4811000.0
DFSK,GLORY 580 PRO,2018,2021,4811000.0
DFSK,GLORY 580 PRO,2018,2022,5773200.0
DFSK,GLORY 580 PRO,2018,2023,6735400.0
DFSK,GLORY 580 PRO,2018,2024,7697600.0
DFSK,GLORY 580 PRO,2018,2025,8659800.0
DFSK,GLORY 580 PRO,2018,2026,9622000.0
DFSK,GLORY 580 PRO,2019,2019,4974625.0
DFSK,GLORY 580 PRO,2019,2020,4974625.0
DFSK,GLORY 580 PRO,2019,2021,4974625.0
DFSK,GLORY 580 PRO,2019,2022,5969550.0
DFSK,GLORY 580 PRO,2019,2023,6964475.0
DFSK,GLORY 580 PRO,2019,2024,7959400.0
DFSK,GLORY 580 PRO,2019,2025,8954325.0
DFSK,GLORY 580 PRO,2019,2026,9949250.0
DFSK,GLORY 580 PRO,2020,2020,4765083.33
DFSK,GLORY 580 PRO,2020,2021,4765083.33
DFSK,GLORY 580 PRO,2020,2022,5718100.0
DFSK,GLORY 580 PRO,2020,2023,6671116.67
DFSK,GLORY 580 PRO,2020,2024,7624133.33
DFSK,GLORY 580 PRO,2020,2025,8577150.0
DFSK,GLORY 580 PRO,2020,2026,9530166.67
DFSK,GLORY 580 PRO,2021,2021,5009928.57
DFSK,GLORY 580 PRO,2021,2022,6011914.29
DFSK,GLORY 580 PRO,2021,2023,7013900.0
DFSK,GLORY 580 PRO,2021,2024,8015885.71
DFSK,GLORY 580 PRO,2021,2025,9017871.43
DFSK,GLORY 580 PRO,2021,2026,10019857.14
DFSK,GLORY 580 PRO,2022,2022,9657000.0
DFSK,GLORY 580 PRO,2022,2023,9657000.0
DFSK,GLORY 580 PRO,2022,2024,9657000.0
DFSK,GLORY 580 PRO,2022,2025,9657000.0
DFSK,GLORY 580 PRO,2022,2026,9657000.0
DFSK,GLORY 580 PRO,2023,2023,9841333.33
DFSK,GLORY 580 PRO,2023,2024,9841333.33
DFSK,GLORY 580 PRO,2023,2025,9841333.33
DFSK,GLORY 580 PRO,2023,2026,9841333.33
DFSK,GLORY I-AUTO,2020,2020,5796625.0
DFSK,GLORY I-AUTO,2020,2021,5796625.0
DFSK,GLORY I-AUTO,2020,2022,6955950.0
DFSK,GLORY I-AUTO,2020,2023,8115275.0
DFSK,GLORY I-AUTO,2020,2024,9274600.0
DFSK,GLORY I-AUTO,2020,2025,10433925.0
DFSK,GLORY I-AUTO,2020,2026,11593250.0
DFSK,GLORY I-AUTO,2021,2021,6065555.56
DFSK,GLORY I-AUTO,2021,2022,7278666.67
DFSK,GLORY I-AUTO,2021,2023,8491777.78
DFSK,GLORY I-AUTO,2021,2024,9704888.89
DFSK,GLORY I-AUTO,2021,2025,10918000.0
DFSK,GLORY I-AUTO,2021,2026,12131111.11
DFSK,GLORY I-AUTO,2022,2022,11819428.57
DFSK,GLORY I-AUTO,2022,2023,11819428.57
DFSK,GLORY I-AUTO,2022,2024,11819428.57
DFSK,GLORY I-AUTO,2022,2025,11819428.57
DFSK,GLORY I-AUTO,2022,2026,11819428.57
DFSK,GLORY I-AUTO,2023,2023,13053166.67
DFSK,GLORY I-AUTO,2023,2024,13053166.67
DFSK,GLORY I-AUTO,2023,2025,13053166.67
DFSK,GLORY I-AUTO,2023,2026,13053166.67
DFSK,GLORY I-AUTO,2024,2024,12606600.0
DFSK,GLORY I-AUTO,2024,2025,12606600.0
DFSK,GLORY I-AUTO,2024,2026,12606600.0
DFSK,GLORY I-AUTO LIMITED EDITION,2024,2024,16385923.08
DFSK,GLORY I-AUTO LIMITED EDITION,2024,2025,16385923.08
DFSK,GLORY I-AUTO LIMITED EDITION,2024,2026,16385923.08
DFSK,GLORY I-AUTO LIMITED EDITION,2025,2025,16619333.33
DFSK,GLORY I-AUTO LIMITED EDITION,2025,2026,16619333.33
DFSK,GLORY I-AUTO LIMITED EDITION,2026,2026,16534769.23
FIAT,127,1980,1980,400000.0
FIAT,127,1980,1981,400000.0
FIAT,127,1980,1982,400000.0
FIAT,127,1980,1983,400000.0
FIAT,127,1980,1984,400000.0
FIAT,127,1980,1985,400000.0
FIAT,127,1980,1986,400000.0
FIAT,127,1980,1987,400000.0
FIAT,127,1980,1988,400000.0
FIAT,127,1980,1989,400000.0
FIAT,127,1980,1990,400000.0
FIAT,127,1980,1991,400000.0
FIAT,127,1980,1992,400000.0
FIAT,127,1980,1993,400000.0
FIAT,127,1980,1994,400000.0
FIAT,127,1980,1995,400000.0
FIAT,127,1980,1996,400000.0
FIAT,127,1980,1997,400000.0
FIAT,127,1980,1998,400000.0
FIAT,127,1980,1999,400000.0
FIAT,127,1980,2000,400000.0
FIAT,127,1980,2001,400000.0
FIAT,127,1980,2002,400000.0
FIAT,127,1980,2003,400000.0
FIAT,127,1980,2004,400000.0
FIAT,127,1980,2005,400000.0
FIAT,127,1980,2006,400000.0
FIAT,127,1980,2007,400000.0
FIAT,127,1980,2008,400000.0
FIAT,127,1980,2009,400000.0
FIAT,127,1980,2010,400000.0
FIAT,127,1980,2011,400000.0
FIAT,127,1980,2012,400000.0
FIAT,127,1980,2013,400000.0
FIAT,127,1980,2014,400000.0
FIAT,127,1980,2015,400000.0
FIAT,127,1980,2016,400000.0
FIAT,127,1980,2017,400000.0
FIAT,127,1980,2018,400000.0
FIAT,127,1980,2019,400000.0
FIAT,127,1980,2020,400000.0
FIAT,127,1980,2021,400000.0
FIAT,127,1980,2022,480000.0
FIAT,127,1980,2023,560000.0
FIAT,127,1980,2024,640000.0
FIAT,127,1980,2025,720000.0
FIAT,127,1980,2026,800000.0
FIAT,128,1977,1977,640000.0
FIAT,128,1977,1978,640000.0
FIAT,128,1977,1979,640000.0
FIAT,128,1977,1980,640000.0
FIAT,128,1977,1981,640000.0
FIAT,128,1977,1982,640000.0
FIAT,128,1977,1983,640000.0
FIAT,128,1977,1984,640000.0
FIAT,128,1977,1985,640000.0
FIAT,128,1977,1986,640000.0
FIAT,128,1977,1987,640000.0
FIAT,128,1977,1988,640000.0
FIAT,128,1977,1989,640000.0
FIAT,128,1977,1990,640000.0
FIAT,128,1977,1991,640000.0
FIAT,128,1977,1992,640000.0
FIAT,128,1977,1993,640000.0
FIAT,128,1977,1994,640000.0
FIAT,128,1977,1995,640000.0
FIAT,128,1977,1996,640000.0
FIAT,128,1977,1997,640000.0
FIAT,128,1977,1998,640000.0
FIAT,128,1977,1999,640000.0
FIAT,128,1977,2000,640000.0
FIAT,128,1977,2001,640000.0
FIAT,128,1977,2002,640000.0
FIAT,128,1977,2003,640000.0
FIAT,128,1977,2004,640000.0
FIAT,128,1977,2005,640000.0
FIAT,128,1977,2006,640000.0
FIAT,128,1977,2007,640000.0
FIAT,128,1977,2008,640000.0
FIAT,128,1977,2009,640000.0
FIAT,128,1977,2010,640000.0
FIAT,128,1977,2011,640000.0
FIAT,128,1977,2012,640000.0
FIAT,128,1977,2013,640000.0
FIAT,128,1977,2014,640000.0
FIAT,128,1977,2015,640000.0
FIAT,128,1977,2016,640000.0
FIAT,128,1977,2017,640000.0
FIAT,128,1977,2018,640000.0
FIAT,128,1977,2019,640000.0
FIAT,128,1977,2020,640000.0
FIAT,128,1977,2021,640000.0
FIAT,128,1977,2022,768000.0
FIAT,128,1977,2023,896000.0
FIAT,128,1977,2024,1024000.0
FIAT,128,1977,2025,1152000.0
FIAT,128,1977,2026,1280000.0
FIAT,BRAVO,2004,2004,1750000.0
FIAT,BRAVO,2004,2005,1750000.0
FIAT,BRAVO,2004,2006,1750000.0
FIAT,BRAVO,2004,2007,1750000.0
FIAT,BRAVO,2004,2008,1750000.0
FIAT,BRAVO,2004,2009,1750000.0
FIAT,BRAVO,2004,2010,1750000.0
FIAT,BRAVO,2004,2011,1750000.0
FIAT,BRAVO,2004,2012,1750000.0
FIAT,BRAVO,2004,2013,1750000.0
FIAT,BRAVO,2004,2014,1750000.0
FIAT,BRAVO,2004,2015,1750000.0
FIAT,BRAVO,2004,2016,1750000.0
FIAT,BRAVO,2004,2017,1750000.0
FIAT,BRAVO,2004,2018,1750000.0
FIAT,BRAVO,2004,2019,1750000.0
FIAT,BRAVO,2004,2020,1750000.0
FIAT,BRAVO,2004,2021,1750000.0
FIAT,BRAVO,2004,2022,2100000.0
FIAT,BRAVO,2004,2023,2450000.0
FIAT,BRAVO,2004,2024,2800000.0
FIAT,BRAVO,2004,2025,3150000.0
FIAT,BRAVO,2004,2026,3500000.0
FIAT,GRANDE PUNTO,2007,2007,1587500.0
FIAT,GRANDE PUNTO,2007,2008,1587500.0
FIAT,GRANDE PUNTO,2007,2009,1587500.0
FIAT,GRANDE PUNTO,2007,2010,1587500.0
FIAT,GRANDE PUNTO,2007,2011,1587500.0
FIAT,GRANDE PUNTO,2007,2012,1587500.0
FIAT,GRANDE PUNTO,2007,2013,1587500.0
FIAT,GRANDE PUNTO,2007,2014,1587500.0
FIAT,GRANDE PUNTO,2007,2015,1587500.0
FIAT,GRANDE PUNTO,2007,2016,1587500.0
FIAT,GRANDE PUNTO,2007,2017,1587500.0
FIAT,GRANDE PUNTO,2007,2018,1587500.0
FIAT,GRANDE PUNTO,2007,2019,1587500.0
FIAT,GRANDE PUNTO,2007,2020,1587500.0
FIAT,GRANDE PUNTO,2007,2021,1587500.0
FIAT,GRANDE PUNTO,2007,2022,1905000.0
FIAT,GRANDE PUNTO,2007,2023,2222500.0
FIAT,GRANDE PUNTO,2007,2024,2540000.0
FIAT,GRANDE PUNTO,2007,2025,2857500.0
FIAT,GRANDE PUNTO,2007,2026,3175000.0
FIAT,LINEA,2011,2011,1860000.0
FIAT,LINEA,2011,2012,1860000.0
FIAT,LINEA,2011,2013,1860000.0
FIAT,LINEA,2011,2014,1860000.0
FIAT,LINEA,2011,2015,1860000.0
FIAT,LINEA,2011,2016,1860000.0
FIAT,LINEA,2011,2017,1860000.0
FIAT,LINEA,2011,2018,1860000.0
FIAT,LINEA,2011,2019,1860000.0
FIAT,LINEA,2011,2020,1860000.0
FIAT,LINEA,2011,2021,1860000.0
FIAT,LINEA,2011,2022,2232000.0
FIAT,LINEA,2011,2023,2604000.0
FIAT,LINEA,2011,2024,2976000.0
FIAT,LINEA,2011,2025,3348000.0
FIAT,LINEA,2011,2026,3720000.0
FIAT,LINEA,2012,2012,1875000.0
FIAT,LINEA,2012,2013,1875000.0
FIAT,LINEA,2012,2014,1875000.0
FIAT,LINEA,2012,2015,1875000.0
FIAT,LINEA,2012,2016,1875000.0
FIAT,LINEA,2012,2017,1875000.0
FIAT,LINEA,2012,2018,1875000.0
FIAT,LINEA,2012,2019,1875000.0
FIAT,LINEA,2012,2020,1875000.0
FIAT,LINEA,2012,2021,1875000.0
FIAT,LINEA,2012,2022,2250000.0
FIAT,LINEA,2012,2023,2625000.0
FIAT,LINEA,2012,2024,3000000.0
FIAT,LINEA,2012,2025,3375000.0
FIAT,LINEA,2012,2026,3750000.0
FIAT,LINEA,2016,2016,1600000.0
FIAT,LINEA,2016,2017,1600000.0
FIAT,LINEA,2016,2018,1600000.0
FIAT,LINEA,2016,2019,1600000.0
FIAT,LINEA,2016,2020,1600000.0
FIAT,LINEA,2016,2021,1600000.0
FIAT,LINEA,2016,2022,1920000.0
FIAT,LINEA,2016,2023,2240000.0
FIAT,LINEA,2016,2024,2560000.0
FIAT,LINEA,2016,2025,2880000.0
FIAT,LINEA,2016,2026,3200000.0
FIAT,LINEA G,2011,2011,1745000.0
FIAT,LINEA G,2011,2012,1745000.0
FIAT,LINEA G,2011,2013,1745000.0
FIAT,LINEA G,2011,2014,1745000.0
FIAT,LINEA G,2011,2015,1745000.0
FIAT,LINEA G,2011,2016,1745000.0
FIAT,LINEA G,2011,2017,1745000.0
FIAT,LINEA G,2011,2018,1745000.0
FIAT,LINEA G,2011,2019,1745000.0
FIAT,LINEA G,2011,2020,1745000.0
FIAT,LINEA G,2011,2021,1745000.0
FIAT,LINEA G,2011,2022,2094000.0
FIAT,LINEA G,2011,2023,2443000.0
FIAT,LINEA G,2011,2024,2792000.0
FIAT,LINEA G,2011,2025,3141000.0
FIAT,LINEA G,2011,2026,3490000.0
FIAT,PUNTO,2001,2001,612500.0
FIAT,PUNTO,2001,2002,612500.0
FIAT,PUNTO,2001,2003,612500.0
FIAT,PUNTO,2001,2004,612500.0
FIAT,PUNTO,2001,2005,612500.0
FIAT,PUNTO,2001,2006,612500.0
FIAT,PUNTO,2001,2007,612500.0
FIAT,PUNTO,2001,2008,612500.0
FIAT,PUNTO,2001,2009,612500.0
FIAT,PUNTO,2001,2010,612500.0
FIAT,PUNTO,2001,2011,612500.0
FIAT,PUNTO,2001,2012,612500.0
FIAT,PUNTO,2001,2013,612500.0
FIAT,PUNTO,2001,2014,612500.0
FIAT,PUNTO,2001,2015,612500.0
FIAT,PUNTO,2001,2016,612500.0
FIAT,PUNTO,2001,2017,612500.0
FIAT,PUNTO,2001,2018,612500.0
FIAT,PUNTO,2001,2019,612500.0
FIAT,PUNTO,2001,2020,612500.0
FIAT,PUNTO,2001,2021,612500.0
FIAT,PUNTO,2001,2022,735000.0
FIAT,PUNTO,2001,2023,857500.0
FIAT,PUNTO,2001,2024,980000.0
FIAT,PUNTO,2001,2025,1102500.0
FIAT,PUNTO,2001,2026,1225000.0
FIAT,PUNTO,2004,2004,1150000.0
FIAT,PUNTO,2004,2005,1150000.0
FIAT,PUNTO,2004,2006,1150000.0
FIAT,PUNTO,2004,2007,1150000.0
FIAT,PUNTO,2004,2008,1150000.0
FIAT,PUNTO,2004,2009,1150000.0
FIAT,PUNTO,2004,2010,1150000.0
FIAT,PUNTO,2004,2011,1150000.0
FIAT,PUNTO,2004,2012,1150000.0
FIAT,PUNTO,2004,2013,1150000.0
FIAT,PUNTO,2004,2014,1150000.0
FIAT,PUNTO,2004,2015,1150000.0
FIAT,PUNTO,2004,2016,1150000.0
FIAT,PUNTO,2004,2017,1150000.0
FIAT,PUNTO,2004,2018,1150000.0
FIAT,PUNTO,2004,2019,1150000.0
FIAT,PUNTO,2004,2020,1150000.0
FIAT,PUNTO,2004,2021,1150000.0
FIAT,PUNTO,2004,2022,1380000.0
FIAT,PUNTO,2004,2023,1610000.0
FIAT,PUNTO,2004,2024,1840000.0
FIAT,PUNTO,2004,2025,2070000.0
FIAT,PUNTO,2004,2026,2300000.0
FIAT,PUNTO,2007,2007,1512500.0
FIAT,PUNTO,2007,2008,1512500.0
FIAT,PUNTO,2007,2009,1512500.0
FIAT,PUNTO,2007,2010,1512500.0
FIAT,PUNTO,2007,2011,1512500.0
FIAT,PUNTO,2007,2012,1512500.0
FIAT,PUNTO,2007,2013,1512500.0
FIAT,PUNTO,2007,2014,1512500.0
FIAT,PUNTO,2007,2015,1512500.0
FIAT,PUNTO,2007,2016,1512500.0
FIAT,PUNTO,2007,2017,1512500.0
FIAT,PUNTO,2007,2018,1512500.0
FIAT,PUNTO,2007,2019,1512500.0
FIAT,PUNTO,2007,2020,1512500.0
FIAT,PUNTO,2007,2021,1512500.0
FIAT,PUNTO,2007,2022,1815000.0
FIAT,PUNTO,2007,2023,2117500.0
FIAT,PUNTO,2007,2024,2420000.0
FIAT,PUNTO,2007,2025,2722500.0
FIAT,PUNTO,2007,2026,3025000.0
FIAT,PUNTO,2008,2008,1587500.0
FIAT,PUNTO,2008,2009,1587500.0
FIAT,PUNTO,2008,2010,1587500.0
FIAT,PUNTO,2008,2011,1587500.0
FIAT,PUNTO,2008,2012,1587500.0
FIAT,PUNTO,2008,2013,1587500.0
FIAT,PUNTO,2008,2014,1587500.0
FIAT,PUNTO,2008,2015,1587500.0
FIAT,PUNTO,2008,2016,1587500.0
FIAT,PUNTO,2008,2017,1587500.0
FIAT,PUNTO,2008,2018,1587500.0
FIAT,PUNTO,2008,2019,1587500.0
FIAT,PUNTO,2008,2020,1587500.0
FIAT,PUNTO,2008,2021,1587500.0
FIAT,PUNTO,2008,2022,1905000.0
FIAT,PUNTO,2008,2023,2222500.0
FIAT,PUNTO,2008,2024,2540000.0
FIAT,PUNTO,2008,2025,2857500.0
