brand,model,year,engine_cc,gear_type,fuel_type,mileage_km,condition,town,listing_month,listing_year,price_lkr
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Kandy,4,2026,37793000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,13680,USED,Kurunegala,4,2026,35643000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Gampaha,4,2026,33739000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Kalutara,4,2026,30273000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Jaffna,4,2026,31457000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,13681,USED,Batticaloa,4,2026,35580000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Batticaloa,4,2026,31114000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,509,USED,Kurunegala,4,2026,30778000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Kalutara,4,2026,32385000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Kurunegala,4,2026,30820000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,14764,USED,Colombo,4,2026,29638000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Kurunegala,4,2026,34587000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Jaffna,4,2026,31091000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Gampaha,4,2026,30235000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,35406000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,3658,USED,Jaffna,4,2026,35737000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Kurunegala,4,2026,32414000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Matara,4,2026,35572000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,32440000.0
FORD,RANGER RAPTOR,2025,3000.0,automatic,petrol,13632,USED,Negombo,4,2026,30749000.0
FORD,RANGER RAPTOR,2024,3000.0,automatic,petrol,12685,USED,Kalutara,4,2026,30976000.0
FORD,RANGER RAPTOR,2024,3000.0,automatic,petrol,12615,RECONDITIONED,Batticaloa,4,2026,30544000.0
FORD,RANGER RAPTOR,2024,3000.0,automatic,petrol,11157,RECONDITIONED,Galle,4,2026,34101000.0
FORD,RANGER RAPTOR,2024,3000.0,automatic,petrol,3913,USED,Kalutara,4,2026,31438000.0
FORD,RANGER RAPTOR,2024,3000.0,automatic,petrol,10805,USED,Gampaha,4,2026,28710000.0
FORD,RANGER RAPTOR,2024,3000.0,automatic,petrol,14025,USED,Kalutara,4,2026,30130000.0
FORD,RANGER RAPTOR,2024,3000.0,automatic,petrol,11235,RECONDITIONED,Matara,4,2026,32821000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Gampaha,4,2026,30249000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,13383,USED,Negombo,4,2026,28648000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Kalutara,4,2026,30480000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Batticaloa,4,2026,30873000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Negombo,4,2026,30156000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Matara,4,2026,29756000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Jaffna,4,2026,30875000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,6485,USED,Jaffna,4,2026,27653000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Kalutara,4,2026,30076000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,2156,USED,Colombo,4,2026,28723000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,3593,USED,Jaffna,4,2026,28964000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Matara,4,2026,30640000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Galle,4,2026,30182000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,5694,USED,Matara,4,2026,28194000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Negombo,4,2026,29682000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Jaffna,4,2026,29442000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Kurunegala,4,2026,29066000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,6036,USED,Galle,4,2026,28030000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Batticaloa,4,2026,29069000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Kurunegala,4,2026,29736000.0
FORD,RANGER STORMTRAK,2025,2000.0,automatic,diesel,0,BRAND NEW,Galle,4,2026,29905000.0
FORD,RANGER STORMTRAK,2024,2000.0,automatic,diesel,9173,USED,Batticaloa,4,2026,28979000.0
FORD,RANGER STORMTRAK,2024,2000.0,automatic,diesel,863,USED,Batticaloa,4,2026,28431000.0
FORD,RANGER STORMTRAK,2024,2000.0,automatic,diesel,19588,RECONDITIONED,Kurunegala,4,2026,26896000.0
FORD,RANGER STORMTRAK,2024,2000.0,automatic,diesel,9838,RECONDITIONED,Matara,4,2026,27545000.0
FORD,RANGER STORMTRAK,2024,2000.0,automatic,diesel,9929,RECONDITIONED,Kandy,4,2026,27310000.0
FORD,RANGER STORMTRAK,2024,2000.0,automatic,diesel,11278,USED,Kandy,4,2026,29183000.0
FORD,RANGER STORMTRAK,2024,2000.0,automatic,diesel,9940,RECONDITIONED,Gampaha,4,2026,27728000.0
FORD,RANGER STORMTRAK,2024,2000.0,automatic,diesel,3521,USED,Kandy,4,2026,28163000.0
FORD,RANGER STORMTRAK,2024,2000.0,automatic,diesel,7611,RECONDITIONED,Matara,4,2026,26510000.0
FORD,TELSTAR,1985,2000.0,manual,diesel,440000,USED,Gampaha,1,2025,875000.0
FORD,TELSTAR,1985,2000.0,manual,diesel,440000,USED,Gampaha,12,2024,9500000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Gampaha,4,2026,20190000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,14633,USED,Gampaha,4,2026,17222000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Kurunegala,4,2026,18170000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,18935000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Kurunegala,4,2026,18373000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,5056,USED,Jaffna,4,2026,17842000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,18258000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Kandy,4,2026,19142000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,4770,USED,Negombo,4,2026,19191000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Negombo,4,2026,18301000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Kandy,4,2026,20729000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Batticaloa,4,2026,19407000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,10615,USED,Batticaloa,4,2026,18805000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Kalutara,4,2026,18052000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,12873,USED,Galle,4,2026,18189000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Kalutara,4,2026,18509000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Kurunegala,4,2026,19740000.0
FORD,TERRITORY,2025,1800.0,automatic,petrol,0,BRAND NEW,Kandy,4,2026,19290000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,8504,USED,Colombo,4,2026,19226000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,11967,RECONDITIONED,Kurunegala,4,2026,17668000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,6063,RECONDITIONED,Galle,4,2026,16539000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,9428,RECONDITIONED,Galle,4,2026,17175000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,5711,USED,Negombo,4,2026,18609000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,6886,RECONDITIONED,Kurunegala,4,2026,18734000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,11173,USED,Colombo,4,2026,18460000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,12563,RECONDITIONED,Kandy,4,2026,18883000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,9180,USED,Jaffna,4,2026,17255000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,5420,USED,Batticaloa,4,2026,17887000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,16234,RECONDITIONED,Batticaloa,4,2026,16608000.0
FORD,TERRITORY,2024,1800.0,automatic,petrol,9740,USED,Kandy,4,2026,18300000.0
FOTON,PROTON SAGA,2011,1490.0,automatic,petrol,154000,USED,Gampaha,2,2025,995000.0
FOTON,PROTON SAGA,2009,1490.0,automatic,petrol,176000,USED,Gampaha,2,2025,995000.0
FOTON,SAGA,2011,1490.0,automatic,petrol,154000,USED,Gampaha,1,2025,995000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Galle,4,2026,15157000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Matara,4,2026,15438000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Negombo,4,2026,14640000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Matara,4,2026,15039000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Galle,4,2026,14688000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Jaffna,4,2026,15155000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Batticaloa,4,2026,15268000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Kurunegala,4,2026,15155000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Gampaha,4,2026,15653000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Jaffna,4,2026,15335000.0
GAC,AION ES,2026,0.0,automatic,electric,0,BRAND NEW,Kandy,4,2026,15685000.0
GAC,AION ES,2025,0.0,automatic,electric,8378,USED,Jaffna,4,2026,13818000.0
GAC,AION ES,2025,0.0,automatic,electric,9043,USED,Galle,4,2026,13971000.0
GAC,AION ES,2025,0.0,automatic,electric,7052,USED,Matara,4,2026,14576000.0
GAC,AION ES,2025,0.0,automatic,electric,6392,USED,Galle,4,2026,13849000.0
GAC,AION ES,2025,0.0,automatic,electric,0,BRAND NEW,Matara,4,2026,15402000.0
GAC,AION ES,2025,0.0,automatic,electric,0,BRAND NEW,Galle,4,2026,15492000.0
GAC,AION ES,2025,0.0,automatic,electric,0,BRAND NEW,Matara,4,2026,15714000.0
GAC,AION ES,2025,0.0,automatic,electric,12542,USED,Jaffna,4,2026,14155000.0
GAC,AION ES,2025,0.0,automatic,electric,7212,USED,Negombo,4,2026,14706000.0
GAC,AION ES,2025,0.0,automatic,electric,0,BRAND NEW,Batticaloa,4,2026,15182000.0
GAC,AION ES,2025,0.0,automatic,electric,11002,USED,Matara,4,2026,14223000.0
GAC,AION ES,2025,0.0,automatic,electric,0,BRAND NEW,Galle,4,2026,15501000.0
GAC,AION ES,2025,0.0,automatic,electric,0,BRAND NEW,Colombo,4,2026,15058000.0
GAC,AION ES,2025,0.0,automatic,electric,0,BRAND NEW,Colombo,4,2026,14816000.0
GAC,AION ES,2025,0.0,automatic,electric,2954,USED,Gampaha,4,2026,14224000.0
GAC,AION ES,2025,0.0,automatic,electric,0,BRAND NEW,Batticaloa,4,2026,15531000.0
GAC,AION ES,2024,0.0,automatic,electric,11677,USED,Batticaloa,4,2026,14733000.0
GAC,AION ES,2024,0.0,automatic,electric,6193,USED,Negombo,4,2026,14488000.0
GAC,AION ES,2024,0.0,automatic,electric,17607,USED,Kalutara,4,2026,13742000.0
GAC,AION ES,2024,0.0,automatic,electric,3669,USED,Kurunegala,4,2026,13693000.0
GAC,AION ES,2024,0.0,automatic,electric,14467,USED,Kurunegala,4,2026,14023000.0
GAC,AION ES,2024,0.0,automatic,electric,11123,USED,Colombo,4,2026,14041000.0
GAC,AION ES,2024,0.0,automatic,electric,18228,USED,Negombo,4,2026,13760000.0
GAC,AION ES,2024,0.0,automatic,electric,13668,USED,Galle,4,2026,14517000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Negombo,4,2026,16694000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Colombo,4,2026,16606000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Batticaloa,4,2026,16798000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Gampaha,4,2026,15830000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Colombo,4,2026,16997000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Negombo,4,2026,16196000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Kalutara,4,2026,17295000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Kalutara,4,2026,16230000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Jaffna,4,2026,16693000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Batticaloa,4,2026,16728000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Kalutara,4,2026,17390000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Kandy,4,2026,17038000.0
GAC,AION V QUATTRO,2026,0.0,automatic,electric,0,BRAND NEW,Matara,4,2026,17444000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,14321,USED,Gampaha,4,2026,15593000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,0,BRAND NEW,Gampaha,4,2026,16313000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,2679,USED,Jaffna,4,2026,14660000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,0,BRAND NEW,Matara,4,2026,17323000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,0,BRAND NEW,Kandy,4,2026,16048000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,0,BRAND NEW,Kurunegala,4,2026,17323000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,13583,USED,Negombo,4,2026,14766000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,8256,USED,Negombo,4,2026,14786000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,0,BRAND NEW,Kurunegala,4,2026,17438000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,13280,USED,Negombo,4,2026,15769000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,5122,USED,Colombo,4,2026,14616000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,0,BRAND NEW,Kurunegala,4,2026,15776000.0
GAC,AION V QUATTRO,2025,0.0,automatic,electric,10852,USED,Negombo,4,2026,15470000.0
GAC,AION V QUATTRO,2024,0.0,automatic,electric,11609,USED,Gampaha,4,2026,15242000.0
GAC,AION V QUATTRO,2024,0.0,automatic,electric,1078,USED,Colombo,4,2026,14761000.0
GAC,AION V QUATTRO,2024,0.0,automatic,electric,27996,USED,Matara,4,2026,14232000.0
GAC,AION V QUATTRO,2024,0.0,automatic,electric,19414,USED,Kalutara,4,2026,15172000.0
GAC,AION V QUATTRO,2024,0.0,automatic,electric,19239,USED,Kurunegala,4,2026,14022000.0
GAC,AION V QUATTRO,2024,0.0,automatic,electric,22843,USED,Gampaha,4,2026,14015000.0
GAC,AION V QUATTRO,2024,0.0,automatic,electric,12001,USED,Gampaha,4,2026,15503000.0
GAC,AION V QUATTRO,2024,0.0,automatic,electric,5039,USED,Jaffna,4,2026,16180000.0
GAC,AION V QUATTRO,2024,0.0,automatic,electric,21147,USED,Negombo,4,2026,13958000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Matara,4,2026,15452000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Galle,4,2026,16174000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Batticaloa,4,2026,15537000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Galle,4,2026,15339000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Galle,4,2026,16119000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Matara,4,2026,15960000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Colombo,4,2026,16280000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Kurunegala,4,2026,16365000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Kurunegala,4,2026,15806000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Jaffna,4,2026,15924000.0
GAC,AION Y,2026,0.0,automatic,electric,0,BRAND NEW,Kalutara,4,2026,15916000.0
GAC,AION Y,2025,0.0,automatic,electric,0,BRAND NEW,Jaffna,4,2026,16514000.0
GAC,AION Y,2025,0.0,automatic,electric,0,BRAND NEW,Jaffna,4,2026,15436000.0
GAC,AION Y,2025,0.0,automatic,electric,4658,USED,Matara,4,2026,15779000.0
GAC,AION Y,2025,0.0,automatic,electric,576,USED,Batticaloa,4,2026,14201000.0
GAC,AION Y,2025,0.0,automatic,electric,0,BRAND NEW,Galle,4,2026,16554000.0
GAC,AION Y,2025,0.0,automatic,electric,6354,USED,Colombo,4,2026,15584000.0
GAC,AION Y,2025,0.0,automatic,electric,0,BRAND NEW,Batticaloa,4,2026,15395000.0
GAC,AION Y,2025,0.0,automatic,electric,0,BRAND NEW,Batticaloa,4,2026,15084000.0
GAC,AION Y,2025,0.0,automatic,electric,0,BRAND NEW,Negombo,4,2026,16110000.0
GAC,AION Y,2025,0.0,automatic,electric,0,BRAND NEW,Colombo,4,2026,15387000.0
GAC,AION Y,2025,0.0,automatic,electric,0,BRAND NEW,Jaffna,4,2026,16431000.0
GAC,AION Y,2025,0.0,automatic,electric,4200,USED,Kurunegala,4,2026,14758000.0
GAC,AION Y,2025,0.0,automatic,electric,0,BRAND NEW,Negombo,4,2026,16676000.0
GAC,AION Y,2025,0.0,automatic,electric,14953,USED,Galle,4,2026,15183000.0
GAC,AION Y,2024,0.0,automatic,electric,4683,USED,Kalutara,4,2026,15773000.0
GAC,AION Y,2024,0.0,automatic,electric,16834,USED,Matara,4,2026,13352000.0
GAC,AION Y,2024,0.0,automatic,electric,13223,USED,Kalutara,4,2026,14126000.0
GAC,AION Y,2024,0.0,automatic,electric,2898,USED,Matara,4,2026,14571000.0
GAC,AION Y,2024,0.0,automatic,electric,687,USED,Kandy,4,2026,14198000.0
GAC,AION Y,2024,0.0,automatic,electric,3341,USED,Batticaloa,4,2026,15554000.0
GAC,AION Y,2024,0.0,automatic,electric,21622,USED,Jaffna,4,2026,13853000.0
GAC,AION Y,2024,0.0,automatic,electric,3614,USED,Kandy,4,2026,14197000.0
GAC,AION Y,2024,0.0,automatic,electric,5622,USED,Negombo,4,2026,14467000.0
GAC,AION Y,2024,0.0,automatic,electric,2494,USED,Kandy,4,2026,15548000.0
GAC,E9 PHEV LUXURY,2026,2000.0,automatic,hybrid,0,BRAND NEW,Jaffna,4,2026,27624000.0
GAC,E9 PHEV LUXURY,2026,2000.0,automatic,hybrid,0,BRAND NEW,Jaffna,4,2026,24770000.0
GAC,E9 PHEV LUXURY,2026,2000.0,automatic,hybrid,0,BRAND NEW,Kandy,4,2026,27152000.0
GAC,E9 PHEV LUXURY,2026,2000.0,automatic,hybrid,0,BRAND NEW,Gampaha,4,2026,26934000.0
GAC,E9 PHEV LUXURY,2026,2000.0,automatic,hybrid,0,BRAND NEW,Matara,4,2026,27849000.0
GAC,E9 PHEV LUXURY,2026,2000.0,automatic,hybrid,0,BRAND NEW,Galle,4,2026,25737000.0
GAC,E9 PHEV LUXURY,2026,2000.0,automatic,hybrid,0,BRAND NEW,Matara,4,2026,25609000.0
GAC,E9 PHEV LUXURY,2026,2000.0,automatic,hybrid,0,BRAND NEW,Galle,4,2026,26583000.0
GAC,E9 PHEV LUXURY,2026,2000.0,automatic,hybrid,0,BRAND NEW,Batticaloa,4,2026,25470000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,1807,USED,Negombo,4,2026,26216000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,5753,USED,Jaffna,4,2026,23242000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Galle,4,2026,24975000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Batticaloa,4,2026,27539000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,3356,USED,Matara,4,2026,25761000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Gampaha,4,2026,27976000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Matara,4,2026,27375000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Kandy,4,2026,25977000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,11379,USED,Kalutara,4,2026,24093000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Gampaha,4,2026,27669000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,1671,USED,Kalutara,4,2026,23827000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Galle,4,2026,26735000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Kalutara,4,2026,27712000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Kalutara,4,2026,25469000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Colombo,4,2026,24533000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Kurunegala,4,2026,24701000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,12804,USED,Negombo,4,2026,26300000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,1741,USED,Kurunegala,4,2026,26071000.0
GAC,E9 PHEV LUXURY,2025,2000.0,automatic,hybrid,0,BRAND NEW,Gampaha,4,2026,24788000.0
GAC,E9 PHEV LUXURY,2024,2000.0,automatic,hybrid,21414,USED,Galle,4,2026,23828000.0
GAC,E9 PHEV LUXURY,2024,2000.0,automatic,hybrid,9324,USED,Matara,4,2026,23909000.0
GAC,E9 PHEV LUXURY,2024,2000.0,automatic,hybrid,2189,USED,Kurunegala,4,2026,23804000.0
GAC,E9 PHEV LUXURY,2024,2000.0,automatic,hybrid,5994,USED,Kurunegala,4,2026,23347000.0
GAC,E9 PHEV LUXURY,2024,2000.0,automatic,hybrid,25208,USED,Matara,4,2026,24879000.0
GAC,E9 PHEV LUXURY,2024,2000.0,automatic,hybrid,21290,USED,Jaffna,4,2026,23581000.0
GAC,E9 PHEV LUXURY,2024,2000.0,automatic,hybrid,27986,USED,Kurunegala,4,2026,23508000.0
HAVAL,H6 GT,2026,1500.0,automatic,petrol,0,BRAND NEW,Galle,4,2026,23392000.0
HAVAL,H6 GT,2026,1500.0,automatic,petrol,0,BRAND NEW,Matara,4,2026,23160000.0
HAVAL,H6 GT,2026,1500.0,automatic,petrol,0,BRAND NEW,Batticaloa,4,2026,23686000.0
HAVAL,H6 GT,2026,1500.0,automatic,petrol,0,BRAND NEW,Negombo,4,2026,23059000.0
HAVAL,H6 GT,2026,1500.0,automatic,petrol,0,BRAND NEW,Kurunegala,4,2026,22408000.0
HAVAL,H6 GT,2026,1500.0,automatic,petrol,0,BRAND NEW,Galle,4,2026,23158000.0
HAVAL,H6 GT,2026,1500.0,automatic,petrol,0,BRAND NEW,Galle,4,2026,23527000.0
HAVAL,H6 GT,2026,1500.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,24401000.0
HAVAL,H6 GT,2026,1500.0,automatic,petrol,0,BRAND NEW,Batticaloa,4,2026,22280000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Gampaha,4,2026,23109000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,22028000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,4808,USED,Kandy,4,2026,22209000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Kalutara,4,2026,22932000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Matara,4,2026,24279000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,11692,USED,Kalutara,4,2026,22848000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Jaffna,4,2026,24412000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,22518000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Gampaha,4,2026,22671000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,23850000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Kalutara,4,2026,23605000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,22413000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Colombo,4,2026,23737000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Matara,4,2026,23366000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Kalutara,4,2026,23975000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,0,BRAND NEW,Matara,4,2026,22733000.0
HAVAL,H6 GT,2025,1500.0,automatic,petrol,942,USED,Galle,4,2026,22798000.0
HAVAL,H6 GT,2024,1500.0,automatic,petrol,8211,USED,Negombo,4,2026,20988000.0
HAVAL,H6 GT,2024,1500.0,automatic,petrol,24591,USED,Batticaloa,4,2026,20863000.0
HAVAL,H6 GT,2024,1500.0,automatic,petrol,1615,USED,Matara,4,2026,22251000.0
HAVAL,H6 GT,2024,1500.0,automatic,petrol,13230,USED,Negombo,4,2026,21747000.0
